run_id,combo_id,split_id,threshold,val_strategy,val_params,seed,model_key,model_class,model_params,imputer,scaler,pca,pca_params,resampling,resampling_params,n_train,n_test,pos_rate_test,roc_auc,pr_auc,brier,mcc,accuracy,balanced_accuracy,precision,recall,f1,tn,fp,fn,tp
20260129_180728,1,loo_0001,0.5,loo,{},,LogisticRegression,LogisticRegression,"{""C"": 0.1, ""class_weight"": null, ""penalty"": ""l2""}",none,none,off,{},none,{},159,1,1.0,,,0.029019679048006224,,1.0,1.0,1.0,1.0,1.0,0,0,0,1
20260129_180728,1,loo_0002,0.5,loo,{},,LogisticRegression,LogisticRegression,"{""C"": 0.1, ""class_weight"": null, ""penalty"": ""l2""}",none,none,off,{},none,{},159,1,1.0,,,0.06662369700352726,,1.0,1.0,1.0,1.0,1.0,0,0,0,1
20260129_180728,1,loo_0003,0.5,loo,{},,LogisticRegression,LogisticRegression,"{""C"": 0.1, ""class_weight"": null, ""penalty"": ""l2""}",none,none,off,{},none,{},159,1,1.0,,,0.3174890680751371,,0.0,0.0,0.0,0.0,0.0,0,0,1,0
20260129_180728,1,loo_0004,0.5,loo,{},,LogisticRegression,LogisticRegression,"{""C"": 0.1, ""class_weight"": null, ""penalty"": ""l2""}",none,none,off,{},none,{},159,1,1.0,,,0.03880570783084662,,1.0,1.0,1.0,1.0,1.0,0,0,0,1
20260129_180728,1,loo_0005,0.5,loo,{},,LogisticRegression,LogisticRegression,"{""C"": 0.1, ""class_weight"": null, ""penalty"": ""l2""}",none,none,off,{},none,{},159,1,1.0,,,0.23680791040828142,,1.0,1.0,1.0,1.0,1.0,0,0,0,1
20260129_180728,1,loo_0006,0.5,loo,{},,LogisticRegression,LogisticRegression,"{""C"": 0.1, ""class_weight"": null, ""penalty"": ""l2""}",none,none,off,{},none,{},159,1,1.0,,,0.30996998243752727,,0.0,0.0,0.0,0.0,0.0,0,0,1,0
20260129_180728,1,loo_0007,0.5,loo,{},,LogisticRegression,LogisticRegression,"{""C"": 0.1, ""class_weight"": null, ""penalty"": ""l2""}",none,none,off,{},none,{},159,1,1.0,,,0.3501175735278481,,0.0,0.0,0.0,0.0,0.0,0,0,1,0
20260129_180728,1,loo_0008,0.5,loo,{},,LogisticRegression,LogisticRegression,"{""C"": 0.1, ""class_weight"": null, ""penalty"": ""l2""}",none,none,off,{},none,{},159,1,1.0,,,0.4976428242243248,,0.0,0.0,0.0,0.0,0.0,0,0,1,0
20260129_180728,1,loo_0009,0.5,loo,{},,LogisticRegression,LogisticRegression,"{""C"": 0.1, ""class_weight"": null, ""penalty"": ""l2""}",none,none,off,{},none,{},159,1,1.0,,,0.26875776592535905,,0.0,0.0,0.0,0.0,0.0,0,0,1,0
20260129_180728,1,loo_0010,0.5,loo,{},,LogisticRegression,LogisticRegression,"{""C"": 0.1, ""class_weight"": null, ""penalty"": ""l2""}",none,none,off,{},none,{},159,1,1.0,,,0.3777598295987418,,0.0,0.0,0.0,0.0,0.0,0,0,1,0
20260129_180728,1,loo_0011,0.5,loo,{},,LogisticRegression,LogisticRegression,"{""C"": 0.1, ""class_weight"": null, ""penalty"": ""l2""}",none,none,off,{},none,{},159,1,1.0,,,0.6460368628499854,,0.0,0.0,0.0,0.0,0.0,0,0,1,0
20260129_180728,1,loo_0012,0.5,loo,{},,LogisticRegression,LogisticRegression,"{""C"": 0.1, ""class_weight"": null, ""penalty"": ""l2""}",none,none,off,{},none,{},159,1,1.0,,,0.1995974255485659,,1.0,1.0,1.0,1.0,1.0,0,0,0,1
20260129_180728,1,loo_0013,0.5,loo,{},,LogisticRegression,LogisticRegression,"{""C"": 0.1, ""class_weight"": null, ""penalty"": ""l2""}",none,none,off,{},none,{},159,1,1.0,,,0.3243095149644134,,0.0,0.0,0.0,0.0,0.0,0,0,1,0
20260129_180728,1,loo_0014,0.5,loo,{},,LogisticRegression,LogisticRegression,"{""C"": 0.1, ""class_weight"": null, ""penalty"": ""l2""}",none,none,off,{},none,{},159,1,1.0,,,0.20341572915480496,,1.0,1.0,1.0,1.0,1.0,0,0,0,1
20260129_180728,1,loo_0015,0.5,loo,{},,LogisticRegression,LogisticRegression,"{""C"": 0.1, ""class_weight"": null, ""penalty"": ""l2""}",none,none,off,{},none,{},159,1,1.0,,,0.2920122710060131,,0.0,0.0,0.0,0.0,0.0,0,0,1,0
20260129_180728,1,loo_0016,0.5,loo,{},,LogisticRegression,LogisticRegression,"{""C"": 0.1, ""class_weight"": null, ""penalty"": ""l2""}",none,none,off,{},none,{},159,1,1.0,,,0.3003051179439225,,0.0,0.0,0.0,0.0,0.0,0,0,1,0
20260129_180728,1,loo_0017,0.5,loo,{},,LogisticRegression,LogisticRegression,"{""C"": 0.1, ""class_weight"": null, ""penalty"": ""l2""}",none,none,off,{},none,{},159,1,1.0,,,0.14005634321567817,,1.0,1.0,1.0,1.0,1.0,0,0,0,1
20260129_180728,1,loo_0018,0.5,loo,{},,LogisticRegression,LogisticRegression,"{""C"": 0.1, ""class_weight"": null, ""penalty"": ""l2""}",none,none,off,{},none,{},159,1,1.0,,,0.22219456897238316,,1.0,1.0,1.0,1.0,1.0,0,0,0,1
20260129_180728,1,loo_0019,0.5,loo,{},,LogisticRegression,LogisticRegression,"{""C"": 0.1, ""class_weight"": null, ""penalty"": ""l2""}",none,none,off,{},none,{},159,1,1.0,,,0.0004087681403804401,,1.0,1.0,1.0,1.0,1.0,0,0,0,1
20260129_180728,1,loo_0020,0.5,loo,{},,LogisticRegression,LogisticRegression,"{""C"": 0.1, ""class_weight"": null, ""penalty"": ""l2""}",none,none,off,{},none,{},159,1,1.0,,,0.7104693442503099,,0.0,0.0,0.0,0.0,0.0,0,0,1,0
